OTU_22,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.15,Hydrozoa,class,0.13,Limnomedusae,order,0.01,Olindiasidae,family,0.01,Cubaia,genus,0.01,Cubaia aphrodite,species,0.01
OTU_23,,root,root,1,Eukaryota,superkingdom,1,Brachiopoda,phylum,0.1,Rhynchonellata,class,0.1,Terebratulida,order,0.1,Laqueidae,family,0.09,Terebratalia,genus,0.09,Terebratalia coreanica,species,0.09
OTU_24,,root,root,1,Eukaryota,superkingdom,1,Nematoda,phylum,0.09,Chromadorea,class,0.06,Tylenchida,order,0.06,Heteroderidae,family,0.05,Punctodera,genus,0.05,Punctodera chalcoensis,species,0.05
OTU_25,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.52,Insecta,class,0.43,Coleoptera,order,0.15,Staphylinidae,family,0.14,Dianous,genus,0.12,Dianous elegantulus,species,0.12
OTU_26,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.2,Ascidiacea,class,0.18,Enterogona,order,0.18,Ascidiidae,family,0.18,Ascidia,genus,0.18,Ascidia ahodori,species,0.18
OTU_27,,root,root,1,Eukaryota,superkingdom,1,Annelida,phylum,0.07,Polychaeta,class,0.06,Terebellida,order,0.05,Alvinellidae,family,0.05,Paralvinella,genus,0.05,Paralvinella sulfincola,species,0.05
OTU_28,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.32,Anthozoa,class,0.1,Pennatulacea,order,0.08,Renillidae,family,0.06,Renilla,genus,0.06,Renilla muelleri,species,0.06
OTU_29,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.42,Hydrozoa,class,0.38,Siphonophorae,order,0.24,Physophoridae,family,0.18,Physophora,genus,0.18,Physophora hydrostatica,species,0.18
OTU_30,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.22,Anthozoa,class,0.18,Scleractinia,order,0.08,Pocilloporidae,family,0.06,Pocillopora,genus,0.06,Pocillopora eydouxi,species,0.06
OTU_31,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.3,Hydrozoa,class,0.27,Anthoathecata,order,0.12,Pennariidae,family,0.12,Pennaria,genus,0.12,Pennaria disticha,species,0.12
OTU_32,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.72,Insecta,class,0.63,Coleoptera,order,0.15,Carabidae,family,0.05,Pterostichus,genus,0.04,Pterostichus multiseta,species,0.03
OTU_33,,root,root,1,Eukaryota,superkingdom,1,Annelida,phylum,0.25,Polychaeta,class,0.25,Terebellida,order,0.25,Alvinellidae,family,0.25,Paralvinella,genus,0.25,Paralvinella sulfincola,species,0.25
OTU_34,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.5,Insecta,class,0.39,Lepidoptera,order,0.08,Papilionidae,family,0.02,Luehdorfia,genus,0.02,Luehdorfia taibai,species,0.02
OTU_35,,root,root,1,Eukaryota,superkingdom,1,Echinodermata,phylum,0.92,Holothuroidea,class,0.74,Dendrochirotida,order,0.52,Cucumariidae,family,0.4,Pseudocnus,genus,0.2,Pseudocnus californicus,species,0.2
OTU_36,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.35,Ascidiacea,class,0.29,Enterogona,order,0.29,Ascidiidae,family,0.29,Ascidia,genus,0.29,Ascidia ahodori,species,0.29
OTU_37,,root,root,1,Eukaryota,superkingdom,1,Annelida,phylum,0.22,Polychaeta,class,0.22,Terebellida,order,0.21,Alvinellidae,family,0.21,Paralvinella,genus,0.21,Paralvinella sulfincola,species,0.21
OTU_38,,root,root,1,Eukaryota,superkingdom,1,Porifera,phylum,0.19,Demospongiae,class,0.17,Astrophorida,order,0.12,Vulcanellidae,family,0.08,Poecillastra,genus,0.08,Poecillastra laminaris,species,0.08
OTU_39,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.24,Anthozoa,class,0.19,Helioporacea,order,0,Helioporidae,family,0,Heliopora,genus,0,Heliopora coerulea,species,0
OTU_40,,root,root,1,Eukaryota,superkingdom,1,Annelida,phylum,0.08,Polychaeta,class,0.08,Spionida,order,0.03,Spionidae,family,0.03,Polydora,genus,0.03,Polydora websteri,species,0.03
OTU_42,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.07,Cephalopoda,class,0.04,Sepiolida,order,0.01,Sepiolidae,family,0.01,Semirossia,genus,0.01,Semirossia patagonica,species,0.01
OTU_43,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.94,Insecta,class,0.45,Lepidoptera,order,0.12,Nymphalidae,family,0.09,Yramea,genus,0.04,Yramea inca,species,0.04
OTU_44,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.21,Hydrozoa,class,0.12,Leptothecata,order,0.03,Campanulariidae,family,0.02,Laomedea,genus,0.02,Laomedea calceolifera,species,0.02
OTU_45,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.42,Hydrozoa,class,0.28,Siphonophorae,order,0.16,Prayidae,family,0.13,Praya,genus,0.12,Praya reticulata,species,0.12
OTU_46,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.92,Maxillopoda,class,0.33,Calanoida,order,0.32,Paracalanidae,family,0.1,Paracalanus,genus,0.03,Paracalanus denudatus,species,0.03
OTU_47,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.33,Bivalvia,class,0.24,Unionoida,order,0.14,Unionidae,family,0.14,Arconaia,genus,0.12,Arconaia lanceolata,species,0.12
OTU_48,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.98,Maxillopoda,class,0.35,Calanoida,order,0.35,Paracalanidae,family,0.18,Acrocalanus,genus,0.13,Acrocalanus longicornis,species,0.11
OTU_49,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.42,Insecta,class,0.3,Hemiptera,order,0.14,Cicadidae,family,0.08,Tanna,genus,0.03,Tanna sozanensis,species,0.03
OTU_50,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.19,Anthozoa,class,0.13,Scleractinia,order,0.11,Agariciidae,family,0.04,Pavona,genus,0.04,Pavona decussata,species,0.04
OTU_52,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.51,Maxillopoda,class,0.09,Calanoida,order,0.05,Pontellidae,family,0.05,Pontella,genus,0.05,Pontella rostraticauda,species,0.05
OTU_53,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.47,Hydrozoa,class,0.26,Anthoathecata,order,0.15,Pennariidae,family,0.1,Pennaria,genus,0.1,Pennaria disticha,species,0.1
OTU_54,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.19,Hydrozoa,class,0.12,Limnomedusae,order,0.07,Olindiasidae,family,0.07,Cubaia,genus,0.07,Cubaia aphrodite,species,0.07
OTU_55,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.38,Insecta,class,0.28,Diptera,order,0.03,Syrphidae,family,0.01,Allograpta,genus,0.01,Allograpta falcata,species,0
OTU_56,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.55,Arachnida,class,0.03,Ixodida,order,0.01,Ixodidae,family,0.01,Haemaphysalis,genus,0.01,Haemaphysalis hystricis,species,0.01
OTU_58,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.53,Hydrozoa,class,0.22,Siphonophorae,order,0.19,Physophoridae,family,0.15,Physophora,genus,0.15,Physophora hydrostatica,species,0.15
OTU_59,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.95,Gastropoda,class,0.95,Assimineidae,family,0.11,Assiminea,genus,0.1,Assiminea capensis,species,0.09,,,
OTU_60,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.39,Ascidiacea,class,0.38,Enterogona,order,0.38,Ascidiidae,family,0.38,Ascidia,genus,0.38,Ascidia ahodori,species,0.38
OTU_61,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.32,Hydrozoa,class,0.13,Anthoathecata,order,0.03,Pennariidae,family,0.03,Pennaria,genus,0.03,Pennaria disticha,species,0.03
OTU_62,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.28,Hydrozoa,class,0.23,Siphonophorae,order,0.09,Agalmatidae,family,0.03,Marrus,genus,0.02,Marrus orthocanna,species,0.02
OTU_63,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.57,Malacostraca,class,0.13,Amphipoda,order,0.06,Aoridae,family,0.02,Aoroides,genus,0.02,Aoroides columbiae,species,0.02
OTU_64,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.32,Hydrozoa,class,0.27,Anthoathecata,order,0.22,Zancleidae,family,0.21,Zanclea,genus,0.21,Zanclea sango,species,0.21
OTU_65,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.42,Insecta,class,0.3,Hemiptera,order,0.13,Cicadidae,family,0.08,Tanna,genus,0.03,Tanna sozanensis,species,0.03
OTU_69,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.32,Hydrozoa,class,0.25,Siphonophorae,order,0.1,Agalmatidae,family,0.04,Marrus,genus,0.03,Marrus orthocanna,species,0.03
OTU_70,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.33,Aves,class,0.1,Galliformes,order,0.09,Phasianidae,family,0.07,Lophura,genus,0.05,Lophura ignita,species,0.05
OTU_71,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,1,Maxillopoda,class,1,Sessilia,order,1,Balanidae,family,1,Balanus,genus,1,Balanus trigonus,species,1
OTU_72,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.43,Hydrozoa,class,0.34,Siphonophorae,order,0.2,Agalmatidae,family,0.1,Marrus,genus,0.1,Marrus orthocanna,species,0.1
OTU_73,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.65,Arachnida,class,0.18,Scorpiones,order,0.1,Diplocentridae,family,0,Bioculus,genus,0,Bioculus caboensis,species,0
OTU_74,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.53,Arachnida,class,0.19,Astigmata,order,0.14,Psoroptidae,family,0.07,Chorioptes,genus,0.07,Chorioptes sweatmani,species,0.07
OTU_75,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.28,Hydrozoa,class,0.15,Anthoathecata,order,0.05,Pennariidae,family,0.03,Pennaria,genus,0.03,Pennaria disticha,species,0.03
OTU_76,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.39,Insecta,class,0.27,Hemiptera,order,0.07,Peloridiidae,family,0.01,Xenophysella,genus,0.01,Xenophysella stewartensis,species,0.01
OTU_77,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.36,Insecta,class,0.26,Hemiptera,order,0.07,Peloridiidae,family,0.01,Xenophysella,genus,0.01,Xenophysella stewartensis,species,0.01
OTU_78,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.43,Insecta,class,0.3,Lepidoptera,order,0.04,Noctuidae,family,0.01,Targallodes,genus,0.01,Targallodes vittalba,species,0.01
OTU_79,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.55,Malacostraca,class,0.12,Amphipoda,order,0.04,Aoridae,family,0.04,Aoroides,genus,0.04,Aoroides columbiae,species,0.04
OTU_80,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,1,Maxillopoda,class,1,Sessilia,order,1,Balanidae,family,1,Balanus,genus,1,Balanus trigonus,species,1
OTU_81,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.42,Maxillopoda,class,0.02,Sessilia,order,0.02,Archaeobalanidae,family,0.02,Striatobalanus,genus,0.02,Striatobalanus amaryllis,species,0.02
OTU_82,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.21,Hydrozoa,class,0.13,Siphonophorae,order,0.11,Physophoridae,family,0.11,Physophora,genus,0.11,Physophora hydrostatica,species,0.11
OTU_83,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.47,Insecta,class,0.39,Coleoptera,order,0.05,Staphylinidae,family,0.02,Atrecus,genus,0.02,Atrecus longiceps,species,0.02
OTU_85,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.23,Hydrozoa,class,0.2,Anthoathecata,order,0.09,Pennariidae,family,0.07,Pennaria,genus,0.07,Pennaria disticha,species,0.07
OTU_86,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.26,Anthozoa,class,0.19,Antipatharia,order,0.07,Cladopathidae,family,0.06,Chrysopathes,genus,0.06,Chrysopathes speciosa,species,0.06
OTU_87,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.23,Anthozoa,class,0.19,Alcyonacea,order,0.16,Plexauridae,family,0.03,Alaskagorgia,genus,0.03,Alaskagorgia aleutiana,species,0.03
OTU_88,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.59,Hydrozoa,class,0.38,Siphonophorae,order,0.32,Apolemiidae,family,0.17,Apolemia,genus,0.17,Apolemia rubriversa,species,0.15
OTU_90,,root,root,1,Eukaryota,superkingdom,1,Myzostomida,phylum,0.02,Myzostoma,genus,0.02,Myzostoma seymourcollegiorum,species,0.02,,,,,,,,,
OTU_91,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.36,Ascidiacea,class,0.36,Enterogona,order,0.36,Ascidiidae,family,0.36,Ascidia,genus,0.36,Ascidia ahodori,species,0.36
OTU_92,,root,root,1,Eukaryota,superkingdom,1,Annelida,phylum,0.22,Polychaeta,class,0.21,Terebellida,order,0.21,Alvinellidae,family,0.21,Paralvinella,genus,0.21,Paralvinella sulfincola,species,0.21
OTU_93,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.19,Hydrozoa,class,0.09,Anthoathecata,order,0.04,Hydractiniidae,family,0.02,Clava,genus,0.02,Clava multicornis,species,0.02
OTU_94,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.13,Actinopteri,class,0.06,Cypriniformes,order,0.04,Cyprinidae,family,0.04,Danionella,genus,0.03,Danionella mirifica,species,0.03
OTU_95,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.24,Gastropoda,class,0.24,Vitrina,genus,0.04,Vitrina pellucida,species,0.04,,,,,,
OTU_96,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.33,Anthozoa,class,0.21,Alcyonacea,order,0.16,Alcyoniidae,family,0.08,Sinularia,genus,0.07,Sinularia slieringsi,species,0.02
OTU_98,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.9,Malacostraca,class,0.51,Decapoda,order,0.49,Mithracidae,family,0.15,Thoe,genus,0.14,Thoe puella,species,0.05
OTU_99,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.65,Insecta,class,0.54,Orthoptera,order,0.02,Pamphagidae,family,0,Asiotmethis,genus,0,Asiotmethis jubatus,species,0
OTU_100,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.29,Gastropoda,class,0.26,Conidae,family,0.04,Conus,genus,0.04,Conus crocatus,species,0.02,,,
OTU_101,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.5,Insecta,class,0.35,Hymenoptera,order,0.08,Apidae,family,0.05,Euglossa,genus,0.04,Euglossa perfulgens,species,0.03
OTU_102,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.19,Hydrozoa,class,0.16,Anthoathecata,order,0.06,Pennariidae,family,0.05,Pennaria,genus,0.05,Pennaria disticha,species,0.05
OTU_104,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.33,Ascidiacea,class,0.24,Enterogona,order,0.24,Ascidiidae,family,0.24,Ascidia,genus,0.24,Ascidia ahodori,species,0.24
OTU_105,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,1,Maxillopoda,class,1,Calanoida,order,1,Acartiidae,family,1,Acartia,genus,1,Acartia omorii,species,1
OTU_106,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.18,Gastropoda,class,0.16,Helicarionidae,family,0.05,Malandena,genus,0.05,Malandena suturalis,species,0.05,,,
OTU_107,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.45,Hydrozoa,class,0.33,Anthoathecata,order,0.29,Pennariidae,family,0.27,Pennaria,genus,0.27,Pennaria disticha,species,0.27
OTU_108,,root,root,1,Eukaryota,superkingdom,1,Porifera,phylum,0.13,Homoscleromorpha,class,0.07,Homosclerophorida,order,0.07,Plakinidae,family,0.07,Plakina,genus,0.07,Plakina monolopha,species,0.07
OTU_109,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.46,Insecta,class,0.38,Lepidoptera,order,0.1,Lycaenidae,family,0.04,Chrysoritis,genus,0.04,Chrysoritis endymion,species,0
OTU_110,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.37,Anthozoa,class,0.08,Pennatulacea,order,0.08,Renillidae,family,0.08,Renilla,genus,0.08,Renilla muelleri,species,0.08
OTU_111,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.59,Arachnida,class,0.38,Araneae,order,0.32,Desidae,family,0.08,Paratheuma,genus,0.08,Paratheuma armata,species,0.08
OTU_112,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.13,Gastropoda,class,0.13,Onchidiidae,family,0.04,Onchidella,genus,0.04,Onchidella celtica,species,0.04,,,
OTU_113,,root,root,1,Eukaryota,superkingdom,1,Porifera,phylum,0.24,Demospongiae,class,0.21,Poecilosclerida,order,0.11,Raspailiidae,family,0.11,Raspailia,genus,0.1,Raspailia hispida,species,0.09
OTU_114,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.53,Hydrozoa,class,0.46,Anthoathecata,order,0.35,Hydractiniidae,family,0.18,Clava,genus,0.18,Clava multicornis,species,0.18
OTU_115,,root,root,1,Eukaryota,superkingdom,1,Porifera,phylum,0.29,Demospongiae,class,0.26,Hadromerida,order,0.12,Polymastiidae,family,0.11,Polymastia,genus,0.11,Polymastia andrica,species,0.03
OTU_116,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.56,Hydrozoa,class,0.37,Siphonophorae,order,0.35,Physophoridae,family,0.14,Physophora,genus,0.14,Physophora hydrostatica,species,0.14
OTU_117,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.42,Insecta,class,0.34,Hemiptera,order,0.2,Cicadidae,family,0.12,Tanna,genus,0.01,Tanna sozanensis,species,0.01
OTU_118,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.32,Ascidiacea,class,0.26,Enterogona,order,0.26,Ascidiidae,family,0.26,Ascidia,genus,0.26,Ascidia ahodori,species,0.26
OTU_119,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,1,Branchiopoda,class,1,Diplostraca,order,1,Podonidae,family,1,Pleopis,genus,1,Pleopis polyphemoides,species,1
OTU_120,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.48,Arachnida,class,0.21,Scorpiones,order,0.04,Diplocentridae,family,0.03,Diplocentrus,genus,0.03,Diplocentrus jaca,species,0.02
OTU_121,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.62,Insecta,class,0.56,Hemiptera,order,0.07,Nabidae,family,0.02,Alloeorhynchus,genus,0.02,Alloeorhynchus bakeri,species,0.02
OTU_122,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.64,Insecta,class,0.56,Coleoptera,order,0.13,Staphylinidae,family,0.05,Stenus,genus,0.05,Stenus bilineatus,species,0.03
OTU_123,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.12,Amphibia,class,0.02,Anura,order,0.01,Phrynobatrachidae,family,0.01,Phrynobatrachus,genus,0.01,Phrynobatrachus keniensis,species,0.01
OTU_124,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.26,Hydrozoa,class,0.22,Siphonophorae,order,0.11,Prayidae,family,0.1,Amphicaryon,genus,0.1,Amphicaryon peltifera,species,0.1
OTU_125,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.32,Hydrozoa,class,0.13,Siphonophorae,order,0.08,Agalmatidae,family,0.08,Marrus,genus,0.08,Marrus orthocanna,species,0.08
OTU_126,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.64,Insecta,class,0.5,Hemiptera,order,0.06,Aleyrodidae,family,0.01,Aleurodicus,genus,0,Aleurodicus dugesii,species,0
OTU_127,,root,root,1,Eukaryota,superkingdom,1,Arthropoda,phylum,0.43,Branchiopoda,class,0.08,Anostraca,order,0.08,Streptocephalidae,family,0.08,Streptocephalus,genus,0.08,Streptocephalus sirindhornae,species,0.08
OTU_128,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.3,Hydrozoa,class,0.26,Anthoathecata,order,0.21,Zancleidae,family,0.2,Zanclea,genus,0.2,Zanclea sango,species,0.2
OTU_129,,root,root,1,Eukaryota,superkingdom,1,Porifera,phylum,0.13,Homoscleromorpha,class,0.11,Homosclerophorida,order,0.11,Plakinidae,family,0.11,Plakina,genus,0.1,Plakina monolopha,species,0.09
OTU_130,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.23,Anthozoa,class,0.21,Antipatharia,order,0.12,Antipathidae,family,0.12,Stichopathes,genus,0.06,Stichopathes lutkeni,species,0.06
OTU_132,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.16,Hydrozoa,class,0.12,Siphonophorae,order,0.07,Physophoridae,family,0.05,Physophora,genus,0.05,Physophora hydrostatica,species,0.05
OTU_133,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.36,Hydrozoa,class,0.26,Anthoathecata,order,0.04,Pennariidae,family,0.03,Pennaria,genus,0.03,Pennaria disticha,species,0.03
OTU_136,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.14,Hydrozoa,class,0.08,Siphonophorae,order,0.04,Physophoridae,family,0.04,Physophora,genus,0.04,Physophora hydrostatica,species,0.04
OTU_137,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.37,Hydrozoa,class,0.21,Siphonophorae,order,0.1,Apolemiidae,family,0.07,Apolemia,genus,0.07,Apolemia rubriversa,species,0.05
OTU_138,,root,root,1,Eukaryota,superkingdom,1,Cnidaria,phylum,0.14,Hydrozoa,class,0.14,Siphonophorae,order,0.11,Physophoridae,family,0.09,Physophora,genus,0.09,Physophora hydrostatica,species,0.09
OTU_139,,root,root,1,Eukaryota,superkingdom,1,Rotifera,phylum,0.66,Monogononta,class,0.66,Ploima,order,0.66,Epiphanidae,family,0.09,Cyrtonia,genus,0.09,Cyrtonia tuba,species,0.09
OTU_142,,root,root,1,Eukaryota,superkingdom,1,Chordata,phylum,0.38,Squamata,order,0.23,Cylindrophiidae,family,0.04,Cylindrophis,genus,0.04,Cylindrophis ruffus,species,0.04,,,
OTU_143,,root,root,1,Eukaryota,superkingdom,1,Mollusca,phylum,0.08,Gastropoda,class,0.07,Volutidae,family,0.06,Cymbiola,genus,0.04,Cymbiola pulchra,species,0.04,,,
