"","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"998","OTU_1007","None","None",NA,NA,NA,NA,NA,NA,NA
"999","OTU_1008","Low","1529413","Eukaryota","Echinodermata","Crinoidea","Comatulida","Comatulidae","Clarkcomanthus","Clarkcomanthus alternans"
"9961","OTU_10095","None","None",NA,NA,NA,NA,NA,NA,NA
"101","OTU_101","Low","136191","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","Oithona","Oithona nana"
"1001","OTU_1010","None","None",NA,NA,NA,NA,NA,NA,NA
"1003","OTU_1012","None","None",NA,NA,NA,NA,NA,NA,NA
"1004","OTU_1013","None","None",NA,NA,NA,NA,NA,NA,NA
"9998","OTU_10132","None","None",NA,NA,NA,NA,NA,NA,NA
"10000","OTU_10134","None","None",NA,NA,NA,NA,NA,NA,NA
"10001","OTU_10135","Low","944595","Eukaryota","","Oomycetes","Saprolegniales","Saprolegniaceae","Brevilegnia","Brevilegnia unisperma"
"10002","OTU_10136","None","None",NA,NA,NA,NA,NA,NA,NA
"10003","OTU_10137","Low","89940","Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"10005","OTU_10139","None","None",NA,NA,NA,NA,NA,NA,NA
"1005","OTU_1014","High","77300","Eukaryota","","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Margalefidinium","Margalefidinium polykrikoides"
"10006","OTU_10140","None","None",NA,NA,NA,NA,NA,NA,NA
"10009","OTU_10143","Low","33649","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","Thalassionema","Thalassionema nitzschioides"
"1006","OTU_1015","None","None",NA,NA,NA,NA,NA,NA,NA
"10021","OTU_10155","None","None",NA,NA,NA,NA,NA,NA,NA
"10022","OTU_10156","None","None",NA,NA,NA,NA,NA,NA,NA
"10031","OTU_10165","None","None",NA,NA,NA,NA,NA,NA,NA
"10033","OTU_10168","Low","1273101","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Asterocarpa","Asterocarpa humilis"
"10038","OTU_10173","None","None",NA,NA,NA,NA,NA,NA,NA
"10044","OTU_10179","None","None",NA,NA,NA,NA,NA,NA,NA
"1009","OTU_1018","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"1010","OTU_1019","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"102","OTU_102","Low","1602337","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Leptocylindrales","Leptocylindraceae","Tenuicylindrus","Tenuicylindrus sp. LG-2015"
"1011","OTU_1020","Low","1977864","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. RS39"
"1012","OTU_1021","Low","335992","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter ubique"
"10081","OTU_10217","Low","5141","Eukaryota","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa"
"1013","OTU_1022","None","None",NA,NA,NA,NA,NA,NA,NA
"10084","OTU_10220","None","None",NA,NA,NA,NA,NA,NA,NA
"10086","OTU_10222","None","None",NA,NA,NA,NA,NA,NA,NA
"10088","OTU_10224","Low","2853","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca fusiformis"
"10090","OTU_10226","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"1015","OTU_1024","None","None",NA,NA,NA,NA,NA,NA,NA
"1016","OTU_1025","None","None",NA,NA,NA,NA,NA,NA,NA
"10116","OTU_10252","None","None",NA,NA,NA,NA,NA,NA,NA
"10117","OTU_10253","None","None",NA,NA,NA,NA,NA,NA,NA
"10118","OTU_10254","Low","1616779","Eukaryota","Arthropoda","Insecta","Diptera","Chloropidae","Cryptonevra","Cryptonevra flavitarsis"
"10122","OTU_10258","None","None",NA,NA,NA,NA,NA,NA,NA
"10123","OTU_10259","None","None",NA,NA,NA,NA,NA,NA,NA
"10126","OTU_10262","Low","913975","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera","Fistulifera pelliculosa"
"1018","OTU_1027","None","None",NA,NA,NA,NA,NA,NA,NA
"10134","OTU_10270","None","None",NA,NA,NA,NA,NA,NA,NA
"10135","OTU_10271","None","None",NA,NA,NA,NA,NA,NA,NA
"10142","OTU_10279","None","None",NA,NA,NA,NA,NA,NA,NA
"1019","OTU_1028","None","None",NA,NA,NA,NA,NA,NA,NA
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","OTU_1029","High","39450","Eukaryota","","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum triestinum"
"1021","OTU_1030","None","None",NA,NA,NA,NA,NA,NA,NA
"10164","OTU_10304","Low","84397","Eukaryota","Rotifera","Monogononta","Ploima","Asplanchnidae","Asplanchna","Asplanchna sieboldi"
"10165","OTU_10305","Low","1663100","Eukaryota","","Oomycetes","Anisolpidiales","Anisolpidiaceae","Anisolpidium","Anisolpidium ectocarpii"
"1022","OTU_1031","None","None",NA,NA,NA,NA,NA,NA,NA
"10176","OTU_10316","None","None",NA,NA,NA,NA,NA,NA,NA
"1023","OTU_1032","None","None",NA,NA,NA,NA,NA,NA,NA
"1024","OTU_1033","Low","2070866","Eukaryota","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon gracilis"
"10190","OTU_10330","None","None",NA,NA,NA,NA,NA,NA,NA
"10191","OTU_10331","Low","65665","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba tubiashi"
"1026","OTU_1035","High","1562161","Eukaryota","Arthropoda","Hexanauplia","Sessilia","Balanidae","Perforatus","Perforatus perforatus"
"1027","OTU_1036","None","None",NA,NA,NA,NA,NA,NA,NA
"104","OTU_104","High-MH","None","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA
"10258","OTU_10401","None","None",NA,NA,NA,NA,NA,NA,NA
"10261","OTU_10404","None","None",NA,NA,NA,NA,NA,NA,NA
"10263","OTU_10406","Low","431571","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia","Pinnularia acrosphaeria"
"10264","OTU_10407","Low","1223578","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema clevei"
"10265","OTU_10408","None","None",NA,NA,NA,NA,NA,NA,NA
"1032","OTU_1041","Low","313252","Eukaryota","","Dinophyceae","Lophodiniales","Lophodiniaceae","Woloszynskia","Woloszynskia sp. CS-341"
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","OTU_1043","Low","197756","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","Haslea pseudostrearia"
"10292","OTU_10436","None","None",NA,NA,NA,NA,NA,NA,NA
"1035","OTU_1044","None","None",NA,NA,NA,NA,NA,NA,NA
"1036","OTU_1045","Low","1514167","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Synedra","Synedra sp. 26 LG-2014"
"10310","OTU_10454","None","None",NA,NA,NA,NA,NA,NA,NA
"10314","OTU_10459","None","None",NA,NA,NA,NA,NA,NA,NA
"10320","OTU_10465","None","None",NA,NA,NA,NA,NA,NA,NA
"10321","OTU_10466","None","None",NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","OTU_1047","None","None",NA,NA,NA,NA,NA,NA,NA
"10332","OTU_10478","None","None",NA,NA,NA,NA,NA,NA,NA
"1039","OTU_1048","None","None",NA,NA,NA,NA,NA,NA,NA
"1040","OTU_1049","None","None",NA,NA,NA,NA,NA,NA,NA
"105","OTU_105","High-MH","None","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia",NA
"1041","OTU_1050","Low","859653","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB5"
"10361","OTU_10507","Low","1709046","Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","Lytopylus","Lytopylus sp. H205"
"10364","OTU_10510","None","None",NA,NA,NA,NA,NA,NA,NA
"10366","OTU_10512","None","None",NA,NA,NA,NA,NA,NA,NA
"10367","OTU_10513","None","None",NA,NA,NA,NA,NA,NA,NA
"10369","OTU_10515","None","None",NA,NA,NA,NA,NA,NA,NA
"10370","OTU_10516","None","None",NA,NA,NA,NA,NA,NA,NA
"10371","OTU_10517","Low","1051990","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Endochironomus","Endochironomus tendens"
"10372","OTU_10518","Low","115416","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium heterothallicum"
"10373","OTU_10519","None","None",NA,NA,NA,NA,NA,NA,NA
"10381","OTU_10527","None","None",NA,NA,NA,NA,NA,NA,NA
"10382","OTU_10528","None","None",NA,NA,NA,NA,NA,NA,NA
"10384","OTU_10530","None","None",NA,NA,NA,NA,NA,NA,NA
"10387","OTU_10533","None","None",NA,NA,NA,NA,NA,NA,NA
"1045","OTU_1054","None","None",NA,NA,NA,NA,NA,NA,NA
"10396","OTU_10543","None","None",NA,NA,NA,NA,NA,NA,NA
"10398","OTU_10545","None","None",NA,NA,NA,NA,NA,NA,NA
"10399","OTU_10546","None","None",NA,NA,NA,NA,NA,NA,NA
"10400","OTU_10547","Low","37520","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia dichotoma"
"10402","OTU_10549","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"10405","OTU_10552","Low","2056925","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium alternatum"
"1049","OTU_1058","None","None",NA,NA,NA,NA,NA,NA,NA
"10435","OTU_10582","None","None",NA,NA,NA,NA,NA,NA,NA
"10436","OTU_10583","Low","5756","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba sp."
"10437","OTU_10584","Low","282368","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Neosiphonia","Neosiphonia paniculata"
"1050","OTU_1059","Low","178779","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia pseudodelicatissima"
"106","OTU_106","Low","1699300","Eukaryota","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Corallina","Corallina sp. KK-2015"
"1051","OTU_1060","None","None",NA,NA,NA,NA,NA,NA,NA
"1052","OTU_1061","None","None",NA,NA,NA,NA,NA,NA,NA
"10463","OTU_10610","None","None",NA,NA,NA,NA,NA,NA,NA
"1054","OTU_1063","None","None",NA,NA,NA,NA,NA,NA,NA
"10490","OTU_10637","None","None",NA,NA,NA,NA,NA,NA,NA
"1055","OTU_1064","None","None",NA,NA,NA,NA,NA,NA,NA
"1056","OTU_1065","None","None",NA,NA,NA,NA,NA,NA,NA
"1057","OTU_1066","Low","35687","Eukaryota","","Dictyochophyceae","Dictyochales","","Dictyocha","Dictyocha speculum"
"1058","OTU_1067","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"10527","OTU_10674","None","None",NA,NA,NA,NA,NA,NA,NA
"1059","OTU_1068","High","1073398","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia circumpora"
"1060","OTU_1069","None","None",NA,NA,NA,NA,NA,NA,NA
"10546","OTU_10694","None","None",NA,NA,NA,NA,NA,NA,NA
"10550","OTU_10698","None","None",NA,NA,NA,NA,NA,NA,NA
"107","OTU_107","Low","1841648","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella","Pedospumella sinomuralis"
"10557","OTU_10705","None","None",NA,NA,NA,NA,NA,NA,NA
"10561","OTU_10709","None","None",NA,NA,NA,NA,NA,NA,NA
"10565","OTU_10713","None","None",NA,NA,NA,NA,NA,NA,NA
"1063","OTU_1072","High","1562161","Eukaryota","Arthropoda","Hexanauplia","Sessilia","Balanidae","Perforatus","Perforatus perforatus"
"10573","OTU_10721","None","None",NA,NA,NA,NA,NA,NA,NA
"10586","OTU_10734","None","None",NA,NA,NA,NA,NA,NA,NA
"10589","OTU_10737","Low","1302819","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Mayamaea","Mayamaea permitis"
"10593","OTU_10741","Low","1470270","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis lenisilicea"
"10594","OTU_10742","None","None",NA,NA,NA,NA,NA,NA,NA
"1066","OTU_1075","None","None",NA,NA,NA,NA,NA,NA,NA
"1067","OTU_1076","None","None",NA,NA,NA,NA,NA,NA,NA
"1068","OTU_1077","None","None",NA,NA,NA,NA,NA,NA,NA
"10627","OTU_10777","None","None",NA,NA,NA,NA,NA,NA,NA
"10628","OTU_10778","None","None",NA,NA,NA,NA,NA,NA,NA
"10629","OTU_10779","None","None",NA,NA,NA,NA,NA,NA,NA
"1069","OTU_1078","None","None",NA,NA,NA,NA,NA,NA,NA
"10630","OTU_10780","None","None",NA,NA,NA,NA,NA,NA,NA
"1070","OTU_1079","Low","1514139","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma strigosum"
"10641","OTU_10791","None","None",NA,NA,NA,NA,NA,NA,NA
"10642","OTU_10792","None","None",NA,NA,NA,NA,NA,NA,NA
"10648","OTU_10798","None","None",NA,NA,NA,NA,NA,NA,NA
"108","OTU_108","Low","29204","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Stephanodiscaceae","Cyclotella","Cyclotella cryptica"
"10651","OTU_10801","None","None",NA,NA,NA,NA,NA,NA,NA
"10658","OTU_10808","Low","163503","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"10659","OTU_10809","None","None",NA,NA,NA,NA,NA,NA,NA
"1072","OTU_1081","High-MH","None","Eukaryota","","Phaeophyceae","Ectocarpales","Chordariaceae","Microspongium",NA
"10661","OTU_10811","None","None",NA,NA,NA,NA,NA,NA,NA
"10665","OTU_10815","None","None",NA,NA,NA,NA,NA,NA,NA
"10666","OTU_10816","None","None",NA,NA,NA,NA,NA,NA,NA
"10668","OTU_10818","None","None",NA,NA,NA,NA,NA,NA,NA
"10669","OTU_10819","High","1577906","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Berkeleyaceae","Berkeleya","Berkeleya fennica"
"10671","OTU_10821","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"1074","OTU_1083","Low","488781","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Hippothoidae","Celleporella","Celleporella sp. 'South Africa'"
"1075","OTU_1084","None","None",NA,NA,NA,NA,NA,NA,NA
"10700","OTU_10850","None","None",NA,NA,NA,NA,NA,NA,NA
"10702","OTU_10852","Low","2509026","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Melanothamnus","Melanothamnus ferulaceus"
"10703","OTU_10853","Low","74557","Eukaryota","","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca","Thraustotheca clavata"
"10705","OTU_10855","Low","1752052","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Placoneis","Placoneis minor"
"1078","OTU_1087","Low","52890","Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta setosa"
"10729","OTU_10879","None","None",NA,NA,NA,NA,NA,NA,NA
"1079","OTU_1088","Low","127563","Eukaryota","","Haptophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina parva"
"10730","OTU_10880","Low","650517","Eukaryota","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","Amphiroa beauvoisii"
"109","OTU_109","Low","87157","Eukaryota","","Phaeophyceae","Fucales","Hormosiraceae","Hormosira","Hormosira banksii"
"1081","OTU_1090","None","None",NA,NA,NA,NA,NA,NA,NA
"1082","OTU_1091","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"1083","OTU_1092","None","None",NA,NA,NA,NA,NA,NA,NA
"1084","OTU_1093","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"1085","OTU_1094","None","None",NA,NA,NA,NA,NA,NA,NA
"10798","OTU_10948","None","None",NA,NA,NA,NA,NA,NA,NA
"10799","OTU_10949","None","None",NA,NA,NA,NA,NA,NA,NA
"1086","OTU_1095","None","None",NA,NA,NA,NA,NA,NA,NA
"10801","OTU_10951","None","None",NA,NA,NA,NA,NA,NA,NA
"10802","OTU_10952","None","None",NA,NA,NA,NA,NA,NA,NA
"10803","OTU_10953","None","None",NA,NA,NA,NA,NA,NA,NA
"10804","OTU_10954","None","None",NA,NA,NA,NA,NA,NA,NA
"10805","OTU_10955","None","None",NA,NA,NA,NA,NA,NA,NA
"10808","OTU_10958","Low","880885","Eukaryota","Annelida","Polychaeta","Flabelligerida","Flabelligeridae","Diplocirrus","Diplocirrus longisetosus"
"10810","OTU_10960","High","1167209","Eukaryota","Annelida","Polychaeta","Spionida","Spionidae","Polydora","Polydora websteri"
"1088","OTU_1097","Low","1977864","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. RS39"
"10820","OTU_10970","Low","371682","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Skeletonema ardens"
"1089","OTU_1098","Low","698943","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Physaliidae","Physalia","Physalia sp. DRP-2009"
"10836","OTU_10987","None","None",NA,NA,NA,NA,NA,NA,NA
"11","OTU_11","High","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"110","OTU_110","Low","163503","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"1091","OTU_1100","None","None",NA,NA,NA,NA,NA,NA,NA
"10849","OTU_11001","None","None",NA,NA,NA,NA,NA,NA,NA
"10868","OTU_11020","None","None",NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","OTU_1104","None","None",NA,NA,NA,NA,NA,NA,NA
"10893","OTU_11045","Low","2051935","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Salispina","Salispina sp."
"1095","OTU_1105","Low","744985","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","","alpha proteobacterium HIMB59"
"10901","OTU_11053","None","None",NA,NA,NA,NA,NA,NA,NA
"1098","OTU_1108","Low","1696049","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis tropicalis"
"10930","OTU_11083","None","None",NA,NA,NA,NA,NA,NA,NA
"1099","OTU_1109","None","None",NA,NA,NA,NA,NA,NA,NA
"10937","OTU_11090","Low","2301598","Eukaryota","","","","Vexilliferidae","Vexillifera","Vexillifera kereti"
"10938","OTU_11091","None","None",NA,NA,NA,NA,NA,NA,NA
"10940","OTU_11093","None","None",NA,NA,NA,NA,NA,NA,NA
"10942","OTU_11095","None","None",NA,NA,NA,NA,NA,NA,NA
"10943","OTU_11096","None","None",NA,NA,NA,NA,NA,NA,NA
"111","OTU_111","Low","1522713","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros sp. MBTD-CMFRI-S045"
"1100","OTU_1110","None","None",NA,NA,NA,NA,NA,NA,NA
"10951","OTU_11104","Low","1698844","Eukaryota","Arthropoda","Arachnida","Araneae","Theridiidae","Dipoena","Dipoena washougalia"
"10953","OTU_11106","Low","1394343","Eukaryota","Platyhelminthes","Cestoda","Caryophyllidea","Caryophyllidae","","Caryophyllidae sp. BMOO-06301"
"1101","OTU_1111","High-MH","None","Eukaryota","Porifera","Demospongiae","Haplosclerida",NA,NA,NA
"10957","OTU_11110","None","None",NA,NA,NA,NA,NA,NA,NA
"10972","OTU_11125","None","None",NA,NA,NA,NA,NA,NA,NA
"10975","OTU_11128","Low","1973054","Eukaryota","","","","Vannellidae","Vannella","Vannella sp."
"10980","OTU_11133","None","None",NA,NA,NA,NA,NA,NA,NA
"1105","OTU_1115","None","None",NA,NA,NA,NA,NA,NA,NA
"1106","OTU_1116","Low","1460289","Eukaryota","","Haptophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina sp. CCMP291"
"1107","OTU_1117","Low","1514138","Eukaryota","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Lithodesmium","Lithodesmium variabile"
"1108","OTU_1118","None","None",NA,NA,NA,NA,NA,NA,NA
"11036","OTU_11189","None","None",NA,NA,NA,NA,NA,NA,NA
"112","OTU_112","None","None",NA,NA,NA,NA,NA,NA,NA
"1111","OTU_1121","None","None",NA,NA,NA,NA,NA,NA,NA
"1114","OTU_1124","None","None",NA,NA,NA,NA,NA,NA,NA
"1115","OTU_1125","None","None",NA,NA,NA,NA,NA,NA,NA
"11104","OTU_11257","High","308594","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Kirchenpaueriidae","Kirchenpaueria","Kirchenpaueria halecioides"
"11106","OTU_11259","Low","65659","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni"
"11108","OTU_11261","Low","1899534","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Zancleidae","Zanclea","Zanclea implexa"
"11109","OTU_11262","None","None",NA,NA,NA,NA,NA,NA,NA
"11110","OTU_11263","None","None",NA,NA,NA,NA,NA,NA,NA
"11111","OTU_11264","None","None",NA,NA,NA,NA,NA,NA,NA
"1117","OTU_1127","None","None",NA,NA,NA,NA,NA,NA,NA
"1118","OTU_1128","Low","1157699","Eukaryota","Picozoa","","","","","Picobiliphyte sp. MS584-11"
"11133","OTU_11287","None","None",NA,NA,NA,NA,NA,NA,NA
"1119","OTU_1129","None","None",NA,NA,NA,NA,NA,NA,NA
"11139","OTU_11293","None","None",NA,NA,NA,NA,NA,NA,NA
"11143","OTU_11297","Low","1428570","Eukaryota","","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium","Azadinium dalianense"
"113","OTU_113","None","None",NA,NA,NA,NA,NA,NA,NA
"1120","OTU_1130","None","None",NA,NA,NA,NA,NA,NA,NA
"11160","OTU_11314","None","None",NA,NA,NA,NA,NA,NA,NA
"11164","OTU_11318","None","None",NA,NA,NA,NA,NA,NA,NA
"11170","OTU_11324","None","None",NA,NA,NA,NA,NA,NA,NA
"11171","OTU_11325","Low","1752051","Eukaryota","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Paraplaconeis","Paraplaconeis kornevae"
"1123","OTU_1133","Low","1281422","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus andersoni"
"1124","OTU_1134","None","None",NA,NA,NA,NA,NA,NA,NA
"1125","OTU_1135","Low","216741","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora","Sellaphora pupula"
"11196","OTU_11350","None","None",NA,NA,NA,NA,NA,NA,NA
"1126","OTU_1136","Low","335992","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter ubique"
"1127","OTU_1137","High","2903","Eukaryota","","Haptophyceae","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"1128","OTU_1138","Low","87236","Eukaryota","","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Colpomenia","Colpomenia sinuosa"
"11230","OTU_11384","None","None",NA,NA,NA,NA,NA,NA,NA
"11231","OTU_11385","Low","2023062","Eukaryota","","","","Vannellidae","Vannella","Vannella pentlandii"
"11232","OTU_11386","None","None",NA,NA,NA,NA,NA,NA,NA
"11234","OTU_11388","None","None",NA,NA,NA,NA,NA,NA,NA
"11235","OTU_11389","None","None",NA,NA,NA,NA,NA,NA,NA
"1129","OTU_1139","None","None",NA,NA,NA,NA,NA,NA,NA
"11236","OTU_11390","None","None",NA,NA,NA,NA,NA,NA,NA
"11237","OTU_11391","None","None",NA,NA,NA,NA,NA,NA,NA
"11238","OTU_11392","Low","281364","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","","Acremonium","Acremonium fuci"
